Date,AVBLS,BLCHS,CPTRA,CPTRV,DIFF,ETRAV,ETRVU,HRATE,MIREV,MKPRU,MKTCP,MWNUS,NADDU,NTRAN,NTRAT,NTRBL,NTREP,TOTBC,TOUTV,TRFEE,TRFUS,TRVOU
2017-09-19,0.911992409449,133238.552362,32.9374280979,0.85705478673,1052185622749.9999,204865.328045,838578661.709,6965995.45168,6960684.99167,4093.31666667,67843960761.3,,481944,218204,255577908,1718.14173228,210114,16574325,2333957.29425,168.30810036,688938.352339,425335356.126
2017-09-18,0.581463914773,133122.729326,43.5734590139,1.50597108848,922724699725.0001,152686.24196,571971943.162,8072925.27664,8368699.78997,3746.06078333,62082482021.2,,433778,197683,255359704,1123.19886364,190596,16572737.5,1738874.87851,99.41066001,372398.374909,249840870.738
2017-09-17,0.701067230769,133020.391677,36.8093236343,1.11533340376,922724699725.0001,200156.993231,753316071.813,7751843.02132,8161423.06774,3763.62604,62365306431.8,,486762,228257,255162021,1350.63313609,220476,16570537.5,2240646.89363,119.91780546,451325.775289,474370445.674
2017-09-16,0.844177233333,132901.911315,29.2403118704,0.568098220793,922724699725.0001,398314.835199,1503345854.33,8256400.8511,8227898.31767,3774.26528333,62533631277,16896609,637364,292079,254933764,1622.66111111,277657,16568425,3534612.48517,12.81949192,48384.1633036,1267434715.97
2017-09-15,0.80235058046,132749.959413,28.8379765103,0.868882049751,922724699725.0001,268015.093251,889710944.009,7981187.4894,7489085.28,3319.63,54993571515.2,16881324,552954,268068,254641685,1540.62068966,256389,16566175,3200145.08441,153.73503588,510343.437158,736178849.381
2017-09-14,0.713780389474,132610.350412,37.7402626239,0.990680301181,922724699725.0001,253233.205882,1003125422.23,8715089.78728,9617966.63547,3961.27126667,65614497261.1,16850903,543777,263320,254373617,1385.89473684,251282,16564000,2831212.884,133.73148672,529746.695793,541722553.543
2017-09-13,0.711239202128,132474.732138,41.1465642934,1.16312181012,922724699725.0001,214844.905707,906438524.081,8623352.00004,10193192.4659,4219.03661667,69874102306.5,16829685,549109,256230,254110297,1362.92553191,245104,16561625,2430941.86072,148.9079562,628248.119721,311636501.265
2017-09-12,0.829352258621,132341.019168,39.1261242033,1.16836459708,922724699725.0001,199829.217373,848892503.36,7981187.4894,9592187.25763,4248.09001667,70345290810.7,16806025,537474,253492,253854067,1456.85057471,243006,16559275,2692005.49772,159.73383041,678563.690289,250115590.43
2017-09-11,0.784202855072,132196.711875,41.8618727368,0.924000281749,922724699725.0001,202190.243537,875474655.953,6329907.31918,7845878.46,4329.955,71691497930.5,16775085,412029,193240,253600575,1400.28985507,184514,16557100,1623220.04883,143.23841995,620215.912655,331793077.941
2017-09-10,0.731735857988,132088.491881,45.330997769,1.26913638176,922724699725.0001,177865.078073,778259235.639,7751843.02132,9554034.21192,4375.55952,72439028688.4,16751705,452503,217890,253407335,1289.28994083,208197,16555375,1849746.79844,144.85041627,633801.617886,117381164.671
2017-09-09,0.913187714286,131964.828521,37.0981926356,1.01229121051,922724699725.0001,237606.105797,1024260564.13,8027056.38302,10028960.3015,4310.75018333,71356979356.6,16720764,606485,279488,253189445,1597.07428571,265933,16553262.5,2168325.69503,217.76572461,938733.637286,503768705.755
2017-09-08,0.810041318182,131805.020671,44.6147384071,0.906757529082,922724699725.0001,271002.524483,1261424204.11,8072925.27664,11050159.279,4654.6585,77039601932.9,16699899,526959,256374,252909957,1456.67045455,244953,16551075,2233112.27532,257.33579475,1197810.24439,222544560.603
2017-09-07,0.904135802469,131662.453399,38.6100088661,0.79175283819,903315386419,290191.55564,1347017552.02,7430760.76599,10290919.4109,4641.82201667,76816932326.1,16670992,587813,276225,252653583,1705.09259259,264180,16548875,2520446.76903,272.59987797,1265360.1153,384503428.818
2017-09-06,0.763565624365,131515.983399,44.320754645,0.877628421414,888171856257,312706.919712,1403653848.43,8697798.70304,11928773.7721,4488.72014,74274178848.6,16633880,601576,277948,252377358,1410.9035533,263568,16546850,6493150.03892,281.90480312,1265391.76733,467133132.497
2017-09-05,0.927660777143,131365.560971,40.5388144641,0.767358893488,888171856257,327474.106513,1422579714.86,7726470.9291,10527922.2704,4344.09831667,71870445889,16608847,561328,269280,252099410,1538.74285714,255198,16544387.5,2420753.39615,325.4016802,1413576.8912,513527217.625
2017-09-04,0.765766662338,131203.220335,51.5095420634,1.26384133778,888171856257,171234.72743,795926407.795,6799294.41761,9700709.88522,4648.15998333,76890792076.3,16577787,437076,195289,251830130,1268.11038961,186748,16542200,1424953.24127,239.13526989,1111538.99211,308302328.021
2017-09-03,0.809001018293,131085.292269,45.2698291343,1.16747153313,888171856257,200475.916843,918257379.548,7240807.04213,10374577.6422,4580.38748,75760868525.8,16543820,536081,236811,251634841,1443.9695122,224454,16540275,1580305.84701,290.49925993,1330599.17313,440710136.097
2017-09-02,0.971879586207,130952.616102,44.2872484408,1.0230324716,888171856257,250015.720655,1228012219.94,7682319.66665,12131997.8412,4911.74001667,81231461537.1,16519724,591520,283670,251398030,1630.28735632,270293,16538225,1802440.92606,382.74200641,1879929.22894,338585244.353
2017-09-01,0.981641533742,130783.509054,41.4521710393,0.976070827919,888171856257,251079.617053,1192190047.07,7196655.77967,11260486.7325,4748.255,78517382092.8,16483747,589297,280724,251114360,1722.23312883,267739,16536050,1789355.67613,413.21489691,1962049.70033,220351499.902
2017-08-31,0.983372113095,130623.501484,42.1217239653,1.13115939546,888171856257,219995.302219,1010875740.75,7417412.09193,11046350.7914,4594.98785,75973586549.2,16452279,565808,271466,250833636,1615.86904762,258886,16534012.5,1638679.81694,388.49753062,1785141.43295,202687613.64
2017-08-30,0.998177114094,130458.294969,38.0987098377,0.935527482194,888171856257,248443.812276,1144825472.11,6578538.10535,10384095.2116,4607.98545,76178812260.7,16413878,593017,281116,250562170,1886.68456376,265191,16531912.5,1958313.3009,461.76014165,2127784.01411,317010671.855
2017-08-29,0.981300232558,130309.566579,39.0685562607,0.944967599852,888171856257,210661.028712,925154460.786,5695512.85631,8451775.68283,4391.67351667,72594582814.2,16396136,504370,223771,250281054,1734.65891473,215537,16530050,1720458.17982,378.17846684,1660836.35739,209634566.496
2017-08-28,0.990802012903,130182.978849,38.1799461433,1.27952647783,888171856257,179468.167911,781459739.104,6843445.68006,9642615.80417,4354.30833333,71969913143.2,16362216,509082,261891,250057283,1689.61935484,239910,16528437.5,1285150.42558,358.8427277,1562511.87958,112660557.887
2017-08-27,0.998218152381,130029.404537,33.4580977132,1.08738918359,888171856257,159815.192966,696876277.133,4635882.55746,7319121.60202,4360.51331667,72064023327.9,16337365,472784,226485,249795392,2157,219933,16526500,1402892.59232,425.31312205,1854583.53245,139377309.636
2017-08-26,0.928758990099,129924.591631,35.3857399993,0.962684412089,888171856257,175375.840518,765174341.396,4459277.50765,7153227.77077,4363.05445,72100292859,16318023,471224,208169,249568907,2061.07920792,199952,16525187.5,1419457.76485,425.81587924,1857857.8668,246665524.629
2017-08-25,0.938786227723,129830.786973,35.1071307559,0.946375202882,891643263405,174190.873683,756043560.938,4459277.50765,6929315.63816,4340.31671667,71719067902.4,16285960,423332,203805,249360738,2017.87128713,196200,16523925,1648686.54018,385.99923422,1675358.92891,218844386.91
2017-08-24,0.986510666667,129735.969564,33.447185358,0.996804851474,923233068448.0001,253757.862211,1059426386.84,7297172.1974,10230714.975,4174.95,68981289804.4,16264821,628516,315734,249156933,1985.74842767,305147,16522662.5,2363819.52862,541.97068152,2262700.49681,257486335.949
2017-08-23,0.998175235955,129579.114368,30.0873175739,0.669969225431,923233068448.0001,215933.014562,881477645.718,4084580.66396,5749751.91502,4082.18098333,67440385316.8,16236142,419158,196283,248841199,2205.42696629,189037,16520675,1843217.52773,334.18474511,1364202.61141,504190986.228
2017-08-22,0.976487,129490.276772,29.6392219444,0.856388590567,923233068448.0001,202649.239361,819457187.488,5277828.94781,6787387.377,4043.722,66800518311.6,16203923,501755,236772,248644916,2058.88695652,227242,16519562.5,2497994.70443,297.96496476,1204887.48323,123200186.512
2017-08-21,0.961449,129377.980767,36.1657474174,1.00999165618,923233068448.0001,181583.875972,755018135.823,5966241.41926,7392849.38327,4157.95803333,68681670539.4,16174158,444725,210852,248408144,1621.93846154,203607,16518125,1783558.84046,208.98199629,868938.370296,177654410.099
2017-08-20,0.96645515894,129252.992397,34.0781114497,0.686953549843,923233068448.0001,313472.69393,1323689299.87,6930018.87929,8768358.08796,4222.66221429,69743600462.2,16141088,535350,266832,248197292,1767.09933775,258336,16516500,2352589.93867,265.91179874,1122855.70487,322665040.397
2017-08-19,0.959987362416,129107.057668,29.1076896476,0.799203670693,923233068448.0001,275331.808877,1137241535.01,6838230.54977,8775119.92163,4130.44006667,68212617155.5,16118648,580732,312250,247930460,2095.63758389,301461,16514612.5,2669279.00876,337.96192313,1395931.4683,373082615.758
2017-08-18,0.978681603352,128964.019551,32.4395672738,0.85463141784,923233068448.0001,304554.255172,1318331836.48,8215055.49267,10849951.0088,4328.72571667,71479165577.9,16093158,631515,347319,247618210,1940.32960894,337055,16512750,2790880.55219,365.31634907,1581354.27494,351792037.668
2017-08-17,0.966727707692,128788.835544,31.2950262619,0.875495073864,923233068448.0001,225303.952875,982522797.133,5966241.41926,8320553.07069,4360.87687143,72000312096.7,16057651,543436,274866,247270891,2114.35384615,266961,16510512.5,2954985.44513,347.52500864,1515513.77242,341988374.479
2017-08-16,0.975069901316,128663.160942,30.5149581533,0.786859232108,923233068448.0001,286004.191195,1206087776.36,6975913.04406,9146734.44467,4217.02832857,69618446260.7,16030405,650899,311002,246996025,2046.06578947,300436,16508887.5,2679106.22241,350.45038263,1477859.19131,592573698.11
2017-08-15,0.955262761538,128514.950317,31.4343300227,0.918844303363,923233068448.0001,203972.345147,873611922.486,5966241.41926,7782196.464,4282.992,70699295406.6,15992082,542909,255362,246685023,1964.32307692,247068,16506987.5,2822187.04217,249.18827382,1067271.38326,168021272.437
2017-08-14,0.983320155405,128390.766158,31.958246436,0.908302836607,923233068448.0001,224562.884122,926444961.957,6792336.385,8147957.3395,4125.54802,68093665581.3,15967771,516470,263310,246429661,1779.12162162,254611,16505362.5,2243479.26249,189.71104645,782662.032054,381628414.155
2017-08-13,0.97991502963,128245.234775,28.0729476206,0.84003509941,923233068448.0001,225972.986544,870629381.105,6195712.24308,7067966.94626,3852.80291429,63584781056,15936256,530699,260521,246166351,1929.78518519,252439,16503512.5,2414521.1175,210.75240215,811987.469196,332122906.138
2017-08-12,0.967170902778,128112.946246,26.0279020048,0.745499913464,923233068448.0001,272963.774443,991542730.423,6608759.72595,7130610.58667,3632.50666667,59942989324.7,15913531,580987,284001,245905830,1972.22916667,273509,16501825,3229999.64436,234.94470226,853438.197257,195208159.043
2017-08-11,0.981281641791,127973.673636,24.7995813174,0.664233751276,923233068448.0001,281254.302308,963128414.093,6149818.07831,6163927.56,3424.4042,56502754910.1,15895133,550474,257965,245621829,1925.1119403,249804,16500025,2835042.93783,193.18600285,661546.959541,153824056.619
2017-08-10,0.95416592029,127842.181896,24.2251882922,0.78324010188,888074709978.0001,240405.452755,807119553.203,6333394.73737,6117048.54897,3357.32631667,55390344636.6,15868134,532314,260955,245363864,1890.97826087,253174,16498350,2423175.59804,157.95191308,530296.114551,199170113.976
2017-08-09,0.979247707317,127710.506999,27.7150895905,0.613159685642,860221984436,360275.334825,1245606695.56,7012946.15317,7395323.699,3457.37433333,57035007861.6,15848250,587787,275574,245102909,1680.32926829,265704,16496625,2700000.25991,159.06311046,549940.715485,241759565.089
2017-08-08,0.943697823529,127549.910375,27.8367716353,0.50025658116,860221984436,406656.617513,1385571339.14,6542565.61851,6700311.56775,3407.22683333,56200758544.4,15818738,512717,249002,244827335,1627.46405229,241118,16494575,2359919.57315,121.82649183,415090.491974,198345493.03
2017-08-07,0.786434007143,127405.524608,29.9453755975,0.572484179917,860221984436,321040.556902,1044204487.06,5986661.35027,5802571.55947,3252.56253333,53643416122.4,15795255,408435,199627,244578333,1425.90714286,193455,16492662.5,1759850.47466,87.90639938,285921.061064,122798187.412
2017-08-06,0.88123159322,127295.423847,31.219582255,0.760915486296,860221984436,305693.185228,983755829.875,7568850.42141,7255240.30508,3218.11501667,53069653154.8,15770223,463849,239771,244378706,1354.63841808,232773,16490912.5,1958602.78141,113.56678695,365470.982478,344352179.137
2017-08-05,0.924147648045,127139.445855,28.6538187643,0.564682690585,860221984436,416334.921436,1196484565,7654374.15499,6553817.39554,2873.85108333,47386068357.8,15754533,467900,235792,244138935,1317.27374302,229312,16488700,2329716.15326,113.47123621,326099.435109,106217903.395
2017-08-04,0.868854710145,126974.023426,24.2544947429,0.532116591563,860221984436,347500.150066,970956325.844,5901137.6167,5009853.06598,2794.11771667,46065116956.4,15738376,427728,213017,243903143,1543.60144928,205843,16486462.5,2133227.07862,124.10595421,346766.645402,113131475.037
2017-08-03,0.878083467105,126854.121476,26.1295513683,0.387144982566,860221984436,524484.352955,1412768876.85,6499803.75172,5295684.41123,2693.63398333,44403849136.3,15713084,403175,209321,243690126,1377.11184211,203050,16484737.5,2820428.45898,130.51485681,351559.253633,117440138.307
2017-08-02,0.725291630872,126720.652789,39.8406904202,0.38372823469,860221984436,505161.321276,1369195845.96,6371518.15136,5102352.598,2710.41306667,44675298135.7,15695040,301131,131875,243480805,885.067114094,130345,16482837.5,2633798.15212,75.94662047,205846.712491,214878001.379
2017-08-01,0.926722013793,126612.584336,24.9077350304,0.324598998822,860221984436,618414.990039,1772644310.59,6200470.68421,5550844.9225,2866.43166667,47241588637.5,,485988,231012,243348930,1593.1862069,225772,16480975,2947402.79045,194.86886623,558578.289009,127009234.077
2017-07-31,0.810337360544,126478.209644,29.4602390172,0.483844214454,860221984436,408316.719112,1121219506.56,6285994.41778,5226926.13562,2745.95541667,45251045529,,386558,184145,243117918,1252.68707483,180109,16479162.5,8866222.52448,138.11682207,379262.635696,152859034.121
2017-07-30,0.872203152866,126359.090052,27.323471378,0.621242025028,860221984436,341085.529933,928609716.264,6713613.08566,5536229.74975,2722.51278571,44859727986.9,,416822,211134,242933773,1344.80254777,205225,16477325,4134542.02443,156.46665323,425982.463957,127294021.519
2017-07-29,0.916863406667,126222.154157,23.2182586092,0.432098704765,860221984436,477537.030432,1328334473.75,6414280.01815,5563273.16667,2781.63658333,45828471053.7,,487086,247207,242722639,1648.04666667,240817,16475362.5,4203872.08972,188.43132327,524147.462254,232077673.061
2017-07-28,0.923606636364,126084.624646,24.5681537469,0.668796160433,836351931635,312691.772666,827890554.605,6585327.4853,5348202.5,2647.625,43615617342.2,,443425,225369,242475432,1463.43506494,220311,16473487.5,2481256.0856,166.27056958,440222.116784,146490393.915
2017-07-27,0.967338823129,125942.389224,21.0323989655,0.739810555048,804525194568,271020.034288,676202732.851,5878995.15883,4829127.82765,2495.02858571,41097019288.9,,460146,237853,242250063,1618.04761905,232701,16471562.5,3704928.86247,167.53481996,418004.164903,176626997.823
2017-07-26,0.934254324324,125800.190417,21.1827607239,0.681793765977,804525194568,296056.231906,758199393.126,5918988.32318,4978579.95,2560.99791667,42178931413.1,,511831,244036,242012210,1648.89189189,238500,16469725,7336256.31277,168.49293292,431510.050181,288015952.527
2017-07-25,0.89442411236,125661.920777,27.4178394023,1.19154307912,804525194568,200745.031527,552414399.138,7118783.25355,6381472.96526,2751.82102857,45316644720.9,,469352,240072,241768174,1348.71910112,234998,16467875,2393466.60029,166.96352984,459453.752418,139976350.754
2017-07-24,0.683351726744,125502.713285,34.2574087823,1.46279250817,804525194568,155550.218196,423959853.132,6878824.26748,5998934.92638,2725.54971667,44877947692.2,,353197,181031,241528102,1052.50581395,177243,16465650,1600323.65109,125.37693822,341721.078442,169964412.203
2017-07-23,0.92575418125,125385.176788,27.2899321116,1.22347933224,804525194568,177447.780499,498204137.656,6398906.29533,5890365.48029,2807.60985714,46223084883.1,,433135,223358,241347071,1395.9875,216965,16463500,1793088.27486,171.03691992,480204.942303,215642445.092
2017-07-22,0.976516766234,125237.056119,21.7292934868,0.859398905826,804525194568,253053.579988,678739138.708,6158947.30925,5613834.89371,2682.1953625,44152958959.8,,542764,268443,241123713,1743.13636364,260942,16461500,2264274.48136,249.73969757,669850.658654,384806565.9
2017-07-21,0.92945612963,125086.672537,28.3811205289,0.864964817542,804525194568,260620.102651,755326162.653,6478892.62402,6303559.80625,2898.18841667,47702949608.3,,477427,230199,240855270,1420.98148148,224769,16459575,2443211.00041,229.27219537,664474.020885,281540460.651
2017-07-20,0.939300073826,124936.100644,18.4211876644,0.799365769207,804525194568,258217.491678,584802118.293,5958981.48753,4503486.59445,2264.7657,37272494746,,519400,253768,240625071,1703.1409396,248342,16457550,2509365.82786,201.60223858,456581.834979,186988238.224
2017-07-19,0.959427872727,124796.144933,20.3632828846,0.856121627138,804525194568,267137.097951,619790724.757,6598872.11706,5135590.60037,2320.12225,38179206707.8,,561055,260575,240371303,1579.24242424,254413,16455687.5,2653766.96799,224.51846967,520910.297017,262461203.849
2017-07-18,0.94528775,124637.839334,19.3552504756,0.781830106637,804525194568,261954.17112,570175601.509,5918988.32318,4307537.88176,2176.6234875,35813346629.5,,475431,230315,240110728,1556.18243243,225090,16453625,2658035.61302,198.03657541,431051.061421,242313696.007
2017-07-17,0.840269717791,124497.936747,20.9545142473,0.922846219827,804525194568,238872.791121,461314550.095,6518885.78837,4114452.06615,1931.2143,31771903140.4,,406436,203165,239880413,1246.41104294,198860,16451775,2035268.69112,166.92852306,322374.750811,152530374.288
2017-07-16,0.974987370079,124360.972783,18.2450928042,0.902843988142,804525194568,217740.561414,448326857.892,5079131.87192,3915180.1334,2058.9956,33869937133.7,,446599,221851,239677248,1746.85826772,216511,16449737.5,1958573.71804,378.35756847,779036.568706,205297978.826
2017-07-15,0.900208978417,124237.149387,18.7740093079,0.87938434836,761764941640,222073.277496,486550966.171,5559049.84407,4133223.08758,2190.94783333,36037038604.8,,473082,227903,239455397,1639.58992806,222649,16448150,2601799.87911,215.37764419,471881.182887,133121604.152
2017-07-14,0.855335471338,124112.020339,20.8122478228,1.15345689971,708659466230,188415.378311,443677408.291,5530741.54328,4943867.78329,2354.78341667,38727739418.7,15277283,489848,245895,239227494,1566.21019108,239800,16446412.5,2516299.99475,210.79018124,496365.22318,106346343.51
2017-07-13,0.881564158192,123977.73267,22.5907671119,1.02201530206,708659466230,238240.268237,568381379.604,6235294.60611,5595773.27429,2385.74857143,39232323095.4,15265268,513002,257138,238981599,1452.75706215,251176,16444450,2631445.67663,222.35199706,530475.95934,153172924.853
2017-07-12,0.890107624277,123821.695814,21.1347640712,0.862207489349,708659466230,274884.665526,651438758.556,6094383.99355,5418689.75698,2369.86212857,38965835960.2,15235621,563334,265759,238724461,1536.17919075,259517,16442237.5,2896549.04491,207.57617324,491926.911755,184411999.562
2017-07-11,0.746657908629,123667.707195,25.0797050046,0.918946203272,708659466230,290340.446123,686994894.88,6939847.66895,6117732.90436,2366.17014286,38900014611.3,15212409,567052,251722,238458702,1277.77664975,245860,16440075,3269080.45652,205.57250621,486419.526386,163706108.822
2017-07-10,0.749616797101,123520.615587,25.375709751,0.734541271816,708659466230,256245.374237,649899495.694,4861416.13358,4618491.10519,2536.2389375,41689712862,15193479,390402,188124,238206980,1363.2173913,184449,16437612.5,2367596.82138,157.22803089,398767.85401,56620250.1836
2017-07-09,0.85889529697,123417.168469,26.1615176171,1.03415838768,708659466230,218043.179622,558655116.26,5812562.76841,5589288.04024,2562.1306625,42110891329.2,15157826,451048,220835,238018856,1338.39393939,216252,16435887.5,2699738.771,192.41183082,492984.251572,91133549.959
2017-07-08,0.937060209459,123275.450745,21.3790835071,0.727626596506,708659466230,287325.356507,715785277.025,5213692.665,5027244.05043,2491.20121429,40939964795.4,15139904,559413,243614,237798021,1646.04054054,237821,16433825,2453741.07715,240.65571245,599521.80308,116912656.444
2017-07-07,0.956304661972,123136.765834,23.3803352489,0.977344778533,708659466230,206326.431511,538505332.217,5002326.74615,5092047.08025,2609.96775,42886924818.8,15107585,459294,225106,237554407,1585.25352113,218976,16431975,2215848.59139,241.52060511,630360.990298,93522266.9879
2017-07-06,0.909539919463,123000.970572,23.0781398078,0.748664999502,708659466230,278939.286362,730594292.935,5248920.31814,5284210.78731,2619.187503,43033774511.9,15087440,476016,237008,237329301,1590.65771812,231998,16430200,2513987.23811,225.82080685,591467.03522,119861961.703
2017-07-05,0.897029771242,122865.449124,22.4521121831,1.00831127602,708659466230,218824.713279,568885136.293,5389830.93071,5536124.68896,2599.7298375,42709239179.3,15063641,548401,255483,237092293,1669.82352941,249948,16428337.5,2286343.30467,293.93425872,764149.662658,130187106.935
2017-07-04,0.815769535294,122728.203569,24.3558346879,1.03510900761,708659466230,232652.803084,595876275.288,5988701.03412,5975338.92486,2561.22542857,42071777410.5,15035619,497458,253244,236836810,1489.67058824,247094,16426425,2832034.60304,283.21012118,725364.963995,131455113.207
2017-07-03,0.815769535294,122728.203569,24.3558346879,1.03510900761,708659466230,232652.803084,595876275.288,5988701.03412,5975338.92486,2561.22542857,42071777410.5,15012452,497458,253244,236836810,1489.67058824,247094,16426425,2832034.60304,283.21012118,725364.963995,131455113.207
2017-07-02,0.779583297872,122589.522748,32.4245281174,1.35099761161,708707940676,188590.976109,471702116.785,6622798.79067,6165436.66014,2501.19134286,41080316972.5,14992878,409305,196539,236583566,1045.42021277,191864,16424300,1799632.14846,197.85958294,494884.675951,96748666.5112
2017-07-01,0.956314383117,122298.19294,21.149025801,0.752556558819,711697198173,303255.865469,751359279.498,5448313.58084,5463199.23188,2477.641375,40682623613.4,14968009,533427,267360,236165171,1736.1038961,259782,16419900,3475033.63821,357.17190559,884943.891277,103718383.041
2017-06-30,0.966836958333,122150.920525,20.2778838804,0.76820091958,711697198173,239702.985332,609903745.579,4245439.1539,4529057.7655,2544.414475,41774133240.2,14931956,467647,231054,235897811,1925.45,225341,16417975,3186635.15883,341.40053758,868664.469591,107906654.062
2017-06-29,0.972587235669,122034.90009,21.6979699729,0.839606916272,711697198173,279697.555916,723115848.433,5554449.55969,5859693.92942,2585.34918571,42442320273.5,14910983,549136,279811,235666757,1782.23566879,273354,16416475,2823966.12788,385.86002411,997582.899132,157399624.665
2017-06-28,0.989948793893,121882.203894,19.4403848565,0.694382475953,711697198173,288802.475354,727176652.108,4634604.40967,4893544.70261,2517.90311429,41330152143.2,14885151,556158,259737,235386946,1982.72519084,253055,16414512.5,2770208.70309,367.89377898,926320.89182,239311708.341
2017-06-27,0.98722434507,121752.520602,20.0014799866,0.75395718142,711697198173,285169.586407,694801740.266,5023769.66545,5067818.19886,2436.45105714,39989166644.5,14864429,515883,261906,235127209,1844.4084507,254353,16412875,3779418.8957,375.05657594,913806.990937,237329706.388
2017-06-26,0.927724532787,121612.334745,24.7969420205,0.879288088828,711697198173,202855.970482,509648501.094,4316196.47313,4323782.37771,2512.36628571,41230694351.5,14833004,378448,180719,234865303,1481.30327869,175953,16411100,1868429.04666,258.68838592,649919.979291,135111001.588
2017-06-25,0.949838753425,121499.152352,24.3064024534,1.33020039992,711697198173,160292.302084,415023200.291,5165284.30391,5333679.66825,2589.1648875,42487095408.8,14816623,469727,227127,234684584,1555.66438356,222085,16409575,2254175.19625,307.20884336,795414.350357,146373123.475
2017-06-24,0.94888029375,121360.475894,24.3886818592,1.14140737609,711697198173,204918.925349,555414772.842,5660585.53853,6125531.76571,2710.41228571,44471767180.9,14789322,506612,259938,234457457,1624.6125,253493,16407750,2401755.51512,338.95972894,918720.613681,91452068.3553
2017-06-23,0.992577848921,121208.655047,22.0926165409,0.860603322308,711697198173,253845.766094,692310514.891,4917633.6866,5791396.09454,2727.2880125,44743205311.1,14764640,534177,269685,234197519,1940.17985612,263107,16405750,3267161.42807,447.10509654,1219384.37012,143429984.705
2017-06-22,0.983057978571,121070.686726,21.0926624674,0.717599761319,711697198173,308347.887842,823610544.473,4953012.34622,5729387.77125,2671.04325,43815826861,14727682,585194,280203,233927834,2001.45,274021,16404012.5,3625571.8708,462.70370719,1235901.61384,208033200.754
2017-06-21,0.965675224638,120933.058609,21.606099543,0.81729966535,711697198173,258544.749819,712285162.403,4882255.02698,5639440.47775,2754.97825,45187876438.3,14710694,594425,269438,233647631,1952.44927536,263107,16402262.5,3018444.73834,388.08537505,1069166.76741,204123502.97
2017-06-20,0.986316271523,120799.795428,22.0676230677,0.975709642237,711697198173,233129.073239,610147802.968,5342177.60199,5761788.39289,2617.2102625,42923655055.5,14683513,532642,269774,233378193,1786.58278146,263540,16400537.5,3071769.11867,387.16284645,1013286.57499,146249310.048
2017-06-19,0.936637358621,120650.861671,25.0368323576,1.0026343406,711697198173,208500.298659,522791407.927,5129905.6443,5066179.98396,2507.38925214,41117798759.7,14657444,433246,209359,233108419,1443.85517241,205883,16398650,2263317.85616,277.9955946,697043.166044,146939437.219
2017-06-18,0.985705317241,120515.049254,23.936005624,1.05620802826,679668719409,201087.12132,536083586.08,5129905.6443,5461151.4595,2665.927,43712771805.9,14635922,477378,236554,232899060,1631.40689655,232337,16396837.5,2338185.94032,311.39831919,830165.186883,158849628.788
2017-06-17,0.983088047297,120372.121983,20.3210444037,0.878456832939,678760110082,253325.071002,624436119.97,4993719.51673,5304593.52034,2464.95981429,40413077779.2,14613236,536165,269937,232662506,1823.89864865,262448,16395025,3448634.12057,375.35139576,925226.106784,195907758.543
2017-06-16,0.994383816993,120226.624952,19.5629673929,0.784278820466,678760110082,299371.014045,731207789.227,5162426.25716,5540766.44712,2442.48025,40040006172.3,14587846,577610,293141,232392569,1915.95424837,286986,16393175,3066425.9012,435.40345777,1063464.34638,435834778.645
2017-06-15,0.969356292857,120074.484228,18.7561544785,0.716190109569,678760110082,307843.122455,753304915.377,4723788.73204,5217092.61125,2447.0415625,40110100599.3,14559986,565868,287644,232099428,2054.6,281987,16391262.5,3266873.63575,454.74199601,1112772.56445,268520562.446
2017-06-14,0.97714793617,119938.774347,21.1164230664,0.725794861764,678760110082,308894.412806,848899018.333,4757530.08013,5967683.91363,2748.18508571,45041413814.6,14533360,611325,291776,231811784,2069.33333333,284404,16389512.5,3332828.04807,479.43977642,1317589.24306,204283558.773
2017-06-13,0.967594673469,119800.996488,22.1954984651,0.711122493181,678760110082,316030.556318,839906528.514,4959978.16864,5779114.42341,2657.6750625,43553314505.5,14504349,538624,269098,231520008,1830.59863946,263515,16387750,2893538.97092,409.8643713,1089286.31861,393739719.856
2017-06-12,0.945474835616,119658.760071,28.9831243123,0.982845171574,678760110082,221919.007476,657286287.918,4926236.82056,6255384.1416,2961.8296125,48532280870.3,14474934,467561,222892,231250910,1526.65753425,218769,16385912.5,2301534.23117,356.12024978,1054767.50141,181774994.377
2017-06-11,0.966455241135,119520.720745,24.0290415276,0.913047798273,678760110082,235847.897248,671075205.245,4757530.08013,5916952.85643,2845.37285714,46618837861.6,14451045,516474,254993,231028018,1808.46099291,249580,16384087.5,2449118.61012,390.9040331,1112267.72553,154123952.097
2017-06-10,0.973540092715,119384.450556,23.4775259734,0.975700294657,678760110082,240141.379761,678997662.044,5094943.56099,6408509.03145,2827.4913,46320881411.3,14427305,571964,282184,230773025,1868.76821192,276088,16382325,2596621.09419,455.56014992,1288092.36053,108367646.935
2017-06-09,0.969814206061,119237.446002,23.2024410679,0.880097779746,678760110082,290137.130233,810352769.005,5567322.43419,6905690.49109,2792.9991875,45750548628.4,14401811,609712,307377,230490841,1862.89090909,300955,16380437.5,2395589.20058,490.9904414,1371335.9039,174094195.569
2017-06-08,0.992122860606,119077.426658,21.4203411951,0.824029841502,678760110082,331375.38349,883089172.782,5567322.43419,7060707.82519,2664.9208625,43647073231.3,14375398,657364,339720,230183464,2058.90909091,334120,16378375,2630808.40539,668.13204735,1780519.03189,205713695.041
